business name,business type,business arrival time ,business end time,business duration,business load volume,names of devices passed by the business,network resources consumed by each device,network functions required for business transmission,various performance requirements of the business
cloud computing services,online service,2023081010,2023081309,256103000,460,"Wireless network, transmission network, core network, application server",0.0119%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 18.5ms, Bandwidth > 110Mbps, Packet Loss Rate < 0.56%"
e-commerce,network service,2022021306,2022022206,780427000,522,"Wireless network, transmission network, core network, application server",0.0144%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.31%, Jitter < 67.4ms, Latency < 21.2ms"
e-commerce,network service,2022040303,2022041320,925711000,460,"Wireless network, transmission network, core network, application server",0.0119%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 79.4ms, Bandwidth > 50Mbps, Latency < 31.6ms"
digital publishing,digital content provision,2023082700,2023090911,1164739000,524,"Wireless network, transmission network, core network, application server",0.0149%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 31.6ms
digital publishing,digital content provision,2023021508,2023030121,1258516000,518,"Wireless network, transmission network, core network, application server",0.0131%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 340Mbps
digital publishing,digital content provision,2022022209,2022030813,1221867000,524,"Wireless network, transmission network, core network, application server",0.0145%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 290Mbps
streaming media service,online service,2023010314,2023011720,1230880000,458,"Wireless network, transmission network, core network, application server",0.0120%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 20.7ms
online transactions,network service,2023071323,2023071811,387938000,454,"Wireless network, transmission network, core network, application server",0.0113%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 660Mbps
VR/AR,network service,2023101803,2023102315,473570000,522,"Wireless network, transmission network, core network, application server",0.0139%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 33.3ms
digital publishing,digital content provision,2023050410,2023050520,124220000,454,"Wireless network, transmission network, core network, application server",0.0144%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 50.8ms
cloud computing services,online service,2023112004,2023120202,1029176000,454,"Wireless network, transmission network, core network, application server",0.0141%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 36.1ms, Bandwidth > 490Mbps"
cloud computing services,online service,2023031918,2023032613,585852000,458,"Wireless network, transmission network, core network, application server",0.0142%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.80%, Jitter < 6.6ms, Bandwidth > 890Mbps"
gaming,digital content provision,2023050714,2023051621,803282000,460,"Wireless network, transmission network, core network, application server",0.0134%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 45.8ms
streaming media service,online service,2023082721,2023090112,400399000,524,"Wireless network, transmission network, core network, application server",0.0135%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 750Mbps
gaming,digital content provision,2022062313,2022062714,350550000,458,"Wireless network, transmission network, core network, application server",0.0119%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 610Mbps
VoIP,communication service,2023030110,2023031422,1166494000,458,"Wireless network, transmission network, core network, application server",0.0131%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 38.0ms
digital publishing,digital content provision,2022100621,2022101214,494674000,454,"Wireless network, transmission network, core network, application server",0.0122%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 3.4ms, Bandwidth > 940Mbps, Jitter < 66.9ms"
online education,online service,2022120401,2022120606,192047000,870,"Wireless network, transmission network, core network, application server",0.0001%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 570Mbps, Latency < 49.5ms"
digital publishing,digital content provision,2022041409,2022041421,41092000,454,"Wireless network, transmission network, core network, application server",0.0123%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 48.1ms, Jitter < 50.0ms"
streaming media service,online service,2023060914,2023061207,232446000,460,"Wireless network, transmission network, core network, application server",0.0120%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 44.4ms, Jitter < 7.6ms, Bandwidth > 890Mbps"
VoIP,communication service,2022110817,2022111901,894511000,458,"Wireless network, transmission network, core network, application server",0.0119%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.78%, Latency < 4.8ms, Jitter < 98.8ms"
streaming media service,online service,2022072812,2022072912,87267000,460,"Wireless network, transmission network, core network, application server",0.0126%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 560Mbps, Jitter < 61.9ms"
